Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_n,CryoSleep_n,Destination_n,VIP_n,total_consumed,total_consumed_2,been_in_RoomService,been_in_Spa,been_in_VRDeck,been_in_FoodCourt,been_in_ShoppingMall,total_consumed_3,has_consumed_high,has_consumed_low,Transported_n
54.0,1108.0,0.0,53.0,496.0,0.0,2,1,0,0,1657.0,2,1,1,0,0,1,1,1,1,0
28.0,122.0,451.96167494677076,219.0,18.0,0.0,2,1,0,0,810.9616749467707,2,1,1,0,1,1,2,1,1,0
28.0,0.0,0.0,174.90603284902085,0.0,0.0,2,0,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,0
21.0,354.0,113.0,174.90603284902085,487.0,0.0,2,1,0,0,1128.906032849021,2,1,1,0,1,1,2,1,1,0
52.0,356.0,34.0,288.0,0.0,124.0,0,1,0,0,802.0,2,1,0,1,1,1,2,1,1,0
23.0,0.0,458.0,151.0,256.0,0.0,-1,1,0,0,865.0,1,0,1,0,1,1,2,1,1,0
41.0,3702.0,0.0,1.0,0.0,18.0,2,1,0,0,3721.0,2,1,0,1,0,1,1,1,1,0
14.0,1.0,0.0,827.0,0.0,3.0,0,1,1,0,831.0,2,1,0,1,0,1,1,1,1,0
17.0,0.0,451.96167494677076,0.0,0.0,0.0,2,0,2,0,451.96167494677076,0,0,0,0,1,0,1,0,1,1
13.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,131.0,0.0,980.0,1.0,0.0,2,1,0,0,1112.0,2,1,1,0,0,1,1,1,1,1
27.0,0.0,1857.0,0.0,778.0,587.0,1,1,0,0,3222.0,2,0,1,1,1,0,1,1,1,1
14.0,0.0,4545.0,271.0,199.0,1377.0,1,1,0,0,6392.0,2,0,1,1,1,1,2,1,1,1
20.0,1.0,760.0,174.90603284902085,21.0,0.0,0,1,0,0,956.9060328490209,2,1,1,0,1,1,2,1,1,0
45.0,0.0,3559.0,0.0,3615.0,163.0,1,1,1,0,7337.0,2,0,1,1,1,0,1,1,1,0
9.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
54.0,4.0,88.0,783.0,0.0,32.0,0,1,0,0,907.0,2,1,0,1,1,1,2,1,1,0
20.0,4.0,790.0,0.0,15.0,0.0,0,1,0,0,809.0,2,1,1,0,1,0,1,1,1,0
22.0,0.0,451.96167494677076,7.0,2.0,2146.0,1,1,1,0,2606.961674946771,2,0,1,1,1,1,2,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,32.0,640.0,0.0,0.0,0.0,0,1,0,0,672.0,1,1,0,0,1,0,1,1,1,1
25.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
42.0,954.0,0.0,1.0,0.0,0.0,2,1,0,0,955.0,1,1,0,0,0,1,1,1,1,0
30.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
36.0,52.0,0.0,132.0,334.0,176.0,0,1,2,0,694.0,3,1,1,1,0,1,1,1,1,0
44.0,0.0,71.0,7148.0,427.0,394.0,1,1,1,0,8040.0,2,0,1,1,1,1,2,1,1,1
33.0,222.89785157787045,0.0,0.0,0.0,0.0,0,0,0,0,222.89785157787045,1,1,0,0,0,0,0,1,0,0
19.0,355.0,0.0,0.0,0.0,284.0,0,1,1,0,639.0,2,1,0,1,0,0,0,1,0,0
28.0,1524.0,32.0,59.0,3.0,0.0,0,1,0,0,1618.0,2,1,1,0,1,1,2,1,1,0
44.0,0.0,14201.0,0.0,22.0,584.0,1,1,1,0,14807.0,2,0,1,1,1,0,1,1,1,1
23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
42.0,1227.0,773.0,14.0,0.0,0.0,-1,1,0,0,2014.0,1,1,0,0,1,1,2,1,1,0
32.0,666.0,0.0,0.0,252.0,1.0,2,1,2,0,919.0,3,1,1,1,0,0,0,1,0,1
44.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,0
44.0,48.0,207.0,10.0,443.0,2.0,0,1,0,0,710.0,3,1,1,1,1,1,2,1,1,0
21.0,112.0,0.0,0.0,0.0,1333.0,0,1,1,0,1445.0,2,1,0,1,0,0,0,1,0,0
33.0,0.0,4283.0,0.0,1294.0,1412.0,1,1,0,0,6989.0,2,0,1,1,1,0,1,1,1,0
25.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,1857.0,0.0,26.0,0.0,0.0,2,1,0,0,1883.0,1,1,0,0,0,1,1,1,1,0
37.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
34.0,11.0,3299.0,0.0,1013.0,15.0,1,1,0,0,4338.0,3,1,1,1,1,0,1,1,1,1
13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
39.0,1096.0,0.0,647.0,7.0,0.0,2,1,0,1,1750.0,2,1,1,0,0,1,1,1,1,0
27.0,441.0,0.0,397.0,471.0,0.0,2,1,0,0,1309.0,2,1,1,0,0,1,1,1,1,0
35.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,0.0,7039.0,0.0,902.0,405.0,1,1,0,0,8346.0,2,0,1,1,1,0,1,1,1,1
44.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
44.0,22.0,1.0,0.0,864.0,0.0,0,1,0,0,887.0,2,1,1,0,1,0,1,1,1,0
20.0,1272.0,3.0,543.0,0.0,0.0,0,1,0,0,1818.0,1,1,0,0,1,1,2,1,1,0
32.0,1006.0,0.0,372.0,126.0,0.0,2,1,0,0,1504.0,2,1,1,0,0,1,1,1,1,0
48.0,0.0,0.0,0.0,0.0,306.7894819713431,1,0,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
20.0,0.0,0.0,93.0,552.0,0.0,0,1,0,0,645.0,1,0,1,0,0,1,1,1,1,0
19.0,720.0,0.0,7.0,0.0,32.0,0,1,0,0,759.0,2,1,0,1,0,1,1,1,1,0
32.0,1843.0,0.0,662.0,0.0,0.0,2,1,0,0,2505.0,1,1,0,0,0,1,1,1,1,0
61.0,5.0,740.0,0.0,47.0,0.0,0,1,0,0,792.0,2,1,1,0,1,0,1,1,1,0
22.0,2229.0,0.0,1349.0,121.0,0.0,2,1,1,0,3699.0,2,1,1,0,0,1,1,1,1,1
16.0,825.0,9.0,0.0,0.0,42.0,0,1,1,0,876.0,2,1,0,1,1,0,1,1,1,0
24.0,0.0,0.0,0.0,0.0,306.7894819713431,2,0,1,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
28.771968503937007,41.0,23.0,63.0,0.0,647.0,0,1,0,0,774.0,2,1,0,1,1,1,2,1,1,0
40.0,1268.0,0.0,0.0,0.0,0.0,2,1,0,0,1268.0,1,1,0,0,0,0,0,1,0,0
31.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
44.0,0.0,0.0,0.0,729.0,397.0,-1,1,0,0,1126.0,2,0,1,1,0,0,0,1,0,1
24.0,552.0,1.0,0.0,231.0,0.0,0,1,0,0,784.0,2,1,1,0,1,0,1,1,1,1
23.0,0.0,2984.0,23.0,686.0,173.0,1,1,0,0,3866.0,2,0,1,1,1,1,2,1,1,1
30.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,1789.0,16.0,3.0,10.0,1.0,2,1,0,0,1819.0,3,1,1,1,1,1,2,1,1,0
37.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
39.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
39.0,1884.0,0.0,1435.0,5.0,469.0,2,1,1,0,3793.0,3,1,1,1,0,1,1,1,1,0
24.0,672.0,0.0,501.0,0.0,306.7894819713431,2,1,0,0,1479.789481971343,2,1,0,1,0,1,1,1,1,0
26.0,222.89785157787045,0.0,0.0,0.0,0.0,0,0,1,0,222.89785157787045,1,1,0,0,0,0,0,1,0,1
73.0,69.0,774.0,0.0,4618.0,40.0,1,1,1,0,5501.0,3,1,1,1,1,0,1,1,1,0
16.0,641.0,0.0,0.0,118.0,814.0,0,1,0,0,1573.0,3,1,1,1,0,0,0,1,0,0
20.0,1.0,0.0,2638.0,0.0,0.0,2,1,0,0,2639.0,1,1,0,0,0,1,1,1,1,0
14.0,0.0,0.0,0.0,0.0,0.0,-1,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,666.0,4.0,83.0,0.0,50.0,-1,1,0,0,803.0,2,1,0,1,1,1,2,1,1,1
14.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
22.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
35.0,0.0,0.0,62.0,0.0,891.0,0,1,0,0,953.0,1,0,0,1,0,1,1,1,1,0
50.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
24.0,0.0,96.0,0.0,597.0,0.0,0,1,-1,0,693.0,1,0,1,0,1,0,1,1,1,0
49.0,757.0,0.0,0.0,0.0,46.0,0,1,0,0,803.0,2,1,0,1,0,0,0,1,0,0
36.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
22.0,0.0,0.0,0.0,617.0,0.0,0,1,2,0,617.0,1,0,1,0,0,0,0,1,0,0
15.0,0.0,13.0,7.0,0.0,1109.0,0,1,0,0,1129.0,1,0,0,1,1,1,2,1,1,0
37.0,40.0,7.0,655.0,0.0,0.0,0,1,0,0,702.0,1,1,0,0,1,1,2,1,1,0
36.0,56.0,451.96167494677076,81.0,0.0,468.0,0,1,2,0,1056.9616749467707,2,1,0,1,1,1,2,1,1,0
17.0,75.0,0.0,816.0,0.0,265.0,0,1,0,0,1156.0,2,1,0,1,0,1,1,1,1,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
44.0,857.0,0.0,1.0,8.0,17.0,0,1,0,0,883.0,3,1,1,1,0,1,1,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
43.0,1259.0,0.0,0.0,963.0,0.0,2,1,0,0,2222.0,2,1,1,0,0,0,0,1,0,0
64.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
13.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
19.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,0.0,2.0,0.0,308.4769036733407,0.0,0,1,0,0,310.4769036733407,1,0,1,0,1,0,1,1,1,0
21.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
48.0,801.0,2.0,0.0,1.0,973.0,0,1,0,0,1777.0,3,1,1,1,1,0,1,1,1,0
20.0,5.0,1.0,174.90603284902085,1479.0,0.0,2,1,1,0,1659.906032849021,2,1,1,0,1,1,2,1,1,0
29.0,0.0,0.0,0.0,0.0,865.0,0,1,0,0,865.0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,628.0,0.0,0.0,31.0,150.0,0,1,0,0,809.0,3,1,1,1,0,0,0,1,0,0
40.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,1576.0,0.0,47.0,1366.0,3.0,0,1,0,0,2992.0,3,1,1,1,0,1,1,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
14.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
31.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,547.0,0.0,0.0,0.0,275.0,0,1,0,0,822.0,2,1,0,1,0,0,0,1,0,0
23.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,5.0,526.0,0.0,0.0,122.0,0,1,1,0,653.0,2,1,0,1,1,0,1,1,1,0
35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
55.0,373.0,1.0,1.0,496.0,0.0,0,1,0,0,871.0,2,1,1,0,1,1,2,1,1,0
39.0,27.0,0.0,81.0,974.0,0.0,2,1,1,0,1082.0,2,1,1,0,0,1,1,1,1,0
2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
28.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
17.0,891.0,0.0,243.0,0.0,5.0,2,1,1,0,1139.0,2,1,0,1,0,1,1,1,1,0
24.0,90.0,2.0,1324.0,17.0,0.0,0,1,0,0,1433.0,2,1,1,0,1,1,2,1,1,1
65.0,1004.0,0.0,108.0,47.0,22.0,2,1,0,0,1181.0,3,1,1,1,0,1,1,1,1,0
21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
44.0,583.0,0.0,222.0,0.0,1560.0,2,1,0,0,2365.0,2,1,0,1,0,1,1,1,1,0
37.0,4301.0,791.0,0.0,1748.0,91.0,1,1,1,0,6931.0,3,1,1,1,1,0,1,1,1,0
35.0,1234.0,35.0,7.0,0.0,0.0,2,1,0,1,1276.0,1,1,0,0,1,1,2,1,1,0
48.0,0.0,0.0,0.0,308.4769036733407,0.0,1,0,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,1
35.0,14.0,320.0,1078.0,0.0,3.0,0,1,0,0,1415.0,2,1,0,1,1,1,2,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,381.0,4.0,0.0,0.0,368.0,0,1,0,0,753.0,2,1,0,1,1,0,1,1,1,0
68.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
15.0,0.0,0.0,875.0,3.0,306.7894819713431,0,1,0,0,1184.789481971343,2,0,1,1,0,1,1,1,1,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,976.0,0.0,84.0,22.0,0.0,2,1,1,0,1082.0,2,1,1,0,0,1,1,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
31.0,76.0,0.0,2398.0,102.0,23.0,2,1,0,0,2599.0,3,1,1,1,0,1,1,1,1,1
15.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
42.0,247.0,0.0,27.0,707.0,32.0,2,1,0,0,1013.0,3,1,1,1,0,1,1,1,1,0
47.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
28.771968503937007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
47.0,0.0,451.96167494677076,0.0,0.0,0.0,2,0,0,0,451.96167494677076,0,0,0,0,1,0,1,0,1,1
36.0,43.0,2.0,0.0,14.0,16337.0,1,1,0,0,16396.0,3,1,1,1,1,0,1,1,1,0
36.0,0.0,0.0,571.0,36.0,0.0,0,1,1,0,607.0,1,0,1,0,0,1,1,1,1,0
32.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
35.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
41.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
39.0,0.0,0.0,0.0,0.0,0.0,1,0,0,-1,0.0,0,0,0,0,0,0,0,0,0,1
20.0,222.89785157787045,1.0,0.0,20.0,42.0,0,1,0,0,285.8978515778705,3,1,1,1,1,0,1,1,1,0
58.0,0.0,0.0,806.0,0.0,15.0,0,1,0,0,821.0,1,0,0,1,0,1,1,1,1,0
14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1,0.0,0,0,0,0,0,0,0,0,0,0
20.0,949.0,0.0,0.0,5.0,0.0,-1,1,0,0,954.0,2,1,1,0,0,0,0,1,0,0
26.0,432.0,0.0,965.0,35.0,0.0,2,1,0,1,1432.0,2,1,1,0,0,1,1,1,1,0
54.0,1144.0,140.0,2.0,2.0,0.0,2,1,0,0,1288.0,2,1,1,0,1,1,2,1,1,0
11.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
36.0,132.0,3479.0,0.0,3786.0,0.0,1,1,1,1,7397.0,2,1,1,0,1,0,1,1,1,0
23.0,217.0,378.0,19.0,1.0,12.0,0,1,1,0,627.0,3,1,1,1,1,1,2,1,1,0
55.0,1281.0,0.0,7.0,1.0,0.0,2,1,0,0,1289.0,2,1,1,0,0,1,1,1,1,0
19.0,294.0,79.0,536.0,0.0,0.0,0,1,0,0,909.0,1,1,0,0,1,1,2,1,1,0
31.0,0.0,27723.0,3.0,202.0,3146.0,1,1,1,1,31074.0,2,0,1,1,1,1,2,1,1,1
31.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
51.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
20.0,0.0,0.0,0.0,335.0,957.0,0,1,1,0,1292.0,2,0,1,1,0,0,0,1,0,0
19.0,64.0,0.0,453.0,174.0,6.0,0,1,0,0,697.0,3,1,1,1,0,1,1,1,1,0
26.0,1170.0,0.0,0.0,187.0,100.0,0,1,0,0,1457.0,3,1,1,1,0,0,0,1,0,0
24.0,222.89785157787045,599.0,174.90603284902085,0.0,0.0,0,1,2,0,996.8038844268913,1,1,0,0,1,1,2,1,1,1
47.0,0.0,231.0,592.0,0.0,0.0,0,1,1,0,823.0,0,0,0,0,1,1,2,0,1,1
44.0,358.0,303.0,0.0,0.0,131.0,0,1,0,0,792.0,2,1,0,1,1,0,1,1,1,0
50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
11.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
26.0,0.0,3575.0,442.0,86.0,3.0,1,1,0,0,4106.0,2,0,1,1,1,1,2,1,1,0
27.0,0.0,55.0,0.0,740.0,85.0,0,1,0,0,880.0,2,0,1,1,1,0,1,1,1,0
20.0,0.0,0.0,847.0,0.0,0.0,0,1,1,0,847.0,0,0,0,0,0,1,1,0,1,1
45.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
14.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
20.0,0.0,50.0,50.0,1179.0,3.0,0,1,0,0,1282.0,2,0,1,1,1,1,2,1,1,0
20.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,0.0,292.0,1039.0,1.0,489.0,0,1,0,0,1821.0,2,0,1,1,1,1,2,1,1,0
35.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-1,0.0,0,0,0,0,0,0,0,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
23.0,94.0,132.0,0.0,967.0,5.0,0,1,1,-1,1198.0,3,1,1,1,1,0,1,1,1,0
24.0,222.89785157787045,32.0,8.0,0.0,0.0,0,1,0,0,262.8978515778705,1,1,0,0,1,1,2,1,1,0
54.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
11.0,222.89785157787045,0.0,0.0,0.0,0.0,0,1,0,0,222.89785157787045,1,1,0,0,0,0,0,1,0,0
13.0,2835.0,4.0,152.0,0.0,334.0,0,1,0,0,3325.0,2,1,0,1,1,1,2,1,1,0
43.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,308.4769036733407,0.0,0,1,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,0
22.0,0.0,581.0,226.0,74.0,0.0,0,1,0,0,881.0,1,0,1,0,1,1,2,1,1,1
28.771968503937007,664.0,126.0,40.0,11.0,1068.0,2,1,0,0,1909.0,3,1,1,1,1,1,2,1,1,0
22.0,0.0,0.0,0.0,0.0,906.0,0,1,0,0,906.0,1,0,0,1,0,0,0,1,0,0
19.0,0.0,1406.0,0.0,4199.0,2123.0,1,1,0,0,7728.0,2,0,1,1,1,0,1,1,1,0
26.0,0.0,3818.0,0.0,1877.0,136.0,1,1,0,0,5831.0,2,0,1,1,1,0,1,1,1,0
49.0,0.0,0.0,0.0,0.0,306.7894819713431,1,0,0,1,306.7894819713431,1,0,0,1,0,0,0,1,0,0
28.771968503937007,1445.0,0.0,1.0,2.0,73.0,0,1,0,0,1521.0,3,1,1,1,0,1,1,1,1,0
19.0,886.0,0.0,0.0,1587.0,12.0,0,1,0,0,2485.0,3,1,1,1,0,0,0,1,0,0
24.0,0.0,421.0,0.0,207.0,63.0,0,1,1,0,691.0,2,0,1,1,1,0,1,1,1,0
5.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
30.0,0.0,0.0,0.0,308.4769036733407,0.0,1,0,1,-1,308.4769036733407,1,0,1,0,0,0,0,1,0,0
7.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
8.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,1010.0,0.0,0.0,0.0,0,1,0,0,1010.0,0,0,0,0,1,0,1,0,1,0
24.0,0.0,23.0,0.0,184.0,2566.0,0,1,2,0,2773.0,2,0,1,1,1,0,1,1,1,0
18.0,0.0,0.0,0.0,0.0,810.0,0,1,0,0,810.0,1,0,0,1,0,0,0,1,0,0
57.0,0.0,1514.0,0.0,72.0,1393.0,1,1,0,0,2979.0,2,0,1,1,1,0,1,1,1,0
55.0,0.0,2820.0,0.0,321.0,6946.0,1,1,0,0,10087.0,2,0,1,1,1,0,1,1,1,0
30.0,3.0,0.0,880.0,0.0,40.0,0,1,0,0,923.0,2,1,0,1,0,1,1,1,1,0
53.0,19.0,81.0,85.0,768.0,489.0,0,1,0,0,1442.0,3,1,1,1,1,1,2,1,1,0
13.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
14.0,0.0,360.0,0.0,25.0,1340.0,0,1,0,0,1725.0,2,0,1,1,1,0,1,1,1,0
14.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
37.0,0.0,2337.0,0.0,204.0,76.0,1,1,1,0,2617.0,2,0,1,1,1,0,1,1,1,1
23.0,355.0,0.0,764.0,0.0,0.0,2,1,0,0,1119.0,1,1,0,0,0,1,1,1,1,1
19.0,640.0,0.0,0.0,38.0,12.0,0,1,0,0,690.0,3,1,1,1,0,0,0,1,0,0
27.0,0.0,599.0,2751.0,684.0,518.0,-1,1,0,0,4552.0,2,0,1,1,1,1,2,1,1,0
52.0,0.0,225.0,0.0,1624.0,49.0,1,1,1,0,1898.0,2,0,1,1,1,0,1,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,31.0,0.0,0.0,910.0,3.0,0,1,0,0,944.0,3,1,1,1,0,0,0,1,0,0
21.0,556.0,0.0,20.0,1589.0,0.0,0,1,0,0,2165.0,2,1,1,0,0,1,1,1,1,0
56.0,90.0,0.0,82.0,0.0,519.0,2,1,2,0,691.0,2,1,0,1,0,1,1,1,1,0
18.0,754.0,0.0,34.0,0.0,0.0,0,1,0,0,788.0,1,1,0,0,0,1,1,1,1,0
4.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1
39.0,0.0,0.0,0.0,1745.0,72.0,0,1,0,0,1817.0,2,0,1,1,0,0,0,1,0,0
24.0,0.0,0.0,470.0,142.0,0.0,0,1,2,0,612.0,1,0,1,0,0,1,1,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
36.0,0.0,810.0,0.0,0.0,0.0,0,1,1,0,810.0,0,0,0,0,1,0,1,0,1,0
31.0,417.0,451.96167494677076,7185.0,562.0,792.0,1,1,0,0,9407.961674946771,3,1,1,1,1,1,2,1,1,1
55.0,0.0,7250.0,1.0,1369.0,2.0,1,1,1,0,8622.0,2,0,1,1,1,1,2,1,1,0
